"Origin Movement ID","Origin Display Name","Destination Movement ID","Destination Display Name","Date Range","Mean Travel Time (Seconds)","Range - Lower Bound Travel Time (Seconds)","Range - Upper Bound Travel Time (Seconds)"
"285","Union Station Drive Northeast, Northeast Washington, Washington","373","200 3rd Street Southeast, Capitol Hill, Washington","3/24/2019 - 3/24/2019, Every day, Daily Average",408,254,653
"285","Union Station Drive Northeast, Northeast Washington, Washington","374","600 6th Street Southwest, Southwest Washington, Washington","3/24/2019 - 3/24/2019, Every day, Daily Average",872,632,1201
"285","Union Station Drive Northeast, Northeast Washington, Washington","375","500 Seward Square Southeast, Southeast Washington, Washington","3/24/2019 - 3/24/2019, Every day, Daily Average",452,324,629
"285","Union Station Drive Northeast, Northeast Washington, Washington","376","700 C Street Southwest, Southwest Washington, Washington","3/24/2019 - 3/24/2019, Every day, Daily Average",755,531,1071
"285","Union Station Drive Northeast, Northeast Washington, Washington","377","200 Raoul Wallenberg Place Southwest, Southwest Washington, Washington","3/24/2019 - 3/24/2019, Every day, Daily Average",745,486,1141
"285","Union Station Drive Northeast, Northeast Washington, Washington","378","300 L'Enfant Plaza Southwest, Southwest Washington, Washington","3/24/2019 - 3/24/2019, Every day, Daily Average",681,484,956
"285","Union Station Drive Northeast, Northeast Washington, Washington","379","1500 Maine Avenue Southwest, Southwest Washington, Washington","3/24/2019 - 3/24/2019, Every day, Daily Average",806,586,1108
"285","Union Station Drive Northeast, Northeast Washington, Washington","381","400 5th Street Southeast, Capitol Hill, Washington","3/24/2019 - 3/24/2019, Every day, Daily Average",525,404,680
"285","Union Station Drive Northeast, Northeast Washington, Washington","382","600 South Carolina Avenue Southeast, Southeast Washington, Washington","3/24/2019 - 3/24/2019, Every day, Daily Average",572,437,747
"285","Union Station Drive Northeast, Northeast Washington, Washington","383","500 3rd Street Southeast, Capitol Hill, Washington","3/24/2019 - 3/24/2019, Every day, Daily Average",615,407,927
"285","Union Station Drive Northeast, Northeast Washington, Washington","384","400 6th Street Southwest, Southwest Washington, Washington","3/24/2019 - 3/24/2019, Every day, Daily Average",551,383,792
"285","Union Station Drive Northeast, Northeast Washington, Washington","385","0 E Street Southwest, Southwest Washington, Washington","3/24/2019 - 3/24/2019, Every day, Daily Average",519,312,861
"285","Union Station Drive Northeast, Northeast Washington, Washington","386","1200 Maine Avenue Southwest, Southwest Washington, Washington","3/24/2019 - 3/24/2019, Every day, Daily Average",612,419,893
"285","Union Station Drive Northeast, Northeast Washington, Washington","387","9th Street Expressway, Southwest Washington, Washington","3/24/2019 - 3/24/2019, Every day, Daily Average",586,396,865
"285","Union Station Drive Northeast, Northeast Washington, Washington","388","100 F Street Southeast, Southeast Washington, Washington","3/24/2019 - 3/24/2019, Every day, Daily Average",620,407,942
"285","Union Station Drive Northeast, Northeast Washington, Washington","389","1300 E Street Southeast, Southeast Washington, Washington","3/24/2019 - 3/24/2019, Every day, Daily Average",760,578,998
"285","Union Station Drive Northeast, Northeast Washington, Washington","390","1500 Anacostia Drive, Southeast Washington, Washington","3/24/2019 - 3/24/2019, Every day, Daily Average",907,663,1240
"285","Union Station Drive Northeast, Northeast Washington, Washington","391","700 9th Street Southeast, Southeast Washington, Washington","3/24/2019 - 3/24/2019, Every day, Daily Average",642,427,965
"285","Union Station Drive Northeast, Northeast Washington, Washington","392","500 10th Street Southeast, Capitol Hill, Washington","3/24/2019 - 3/24/2019, Every day, Daily Average",673,501,903
"285","Union Station Drive Northeast, Northeast Washington, Washington","393","700 12th Street Southeast, Southeast Washington, Washington","3/24/2019 - 3/24/2019, Every day, Daily Average",734,560,960
"285","Union Station Drive Northeast, Northeast Washington, Washington","394","900 Ohio Drive Southwest, Southwest Washington, Washington","3/24/2019 - 3/24/2019, Every day, Daily Average",623,430,901
"285","Union Station Drive Northeast, Northeast Washington, Washington","395","100 Maine Avenue Southwest, Southwest Washington, Washington","3/24/2019 - 3/24/2019, Every day, Daily Average",777,546,1105
"285","Union Station Drive Northeast, Northeast Washington, Washington","396","700 6th Street Southwest, Southwest Washington, Washington","3/24/2019 - 3/24/2019, Every day, Daily Average",664,478,920
"285","Union Station Drive Northeast, Northeast Washington, Washington","397","300 G Street Southwest, Southwest Washington, Washington","3/24/2019 - 3/24/2019, Every day, Daily Average",555,380,808
"285","Union Station Drive Northeast, Northeast Washington, Washington","398","1100 Maine Avenue Southwest, Southwest Washington, Washington","3/24/2019 - 3/24/2019, Every day, Daily Average",646,474,880
"285","Union Station Drive Northeast, Northeast Washington, Washington","399","0 K Street Southeast, Southeast Washington, Washington","3/24/2019 - 3/24/2019, Every day, Daily Average",627,418,939
"285","Union Station Drive Northeast, Northeast Washington, Washington","400","1100 45th Place Southeast, Southeast Washington, Washington","3/24/2019 - 3/24/2019, Every day, Daily Average",1246,1030,1506
"285","Union Station Drive Northeast, Northeast Washington, Washington","401","300 K Street Southeast, Southeast Washington, Washington","3/24/2019 - 3/24/2019, Every day, Daily Average",643,443,931
"285","Union Station Drive Northeast, Northeast Washington, Washington","402","Rock Creek Park Trails, Southwest Washington, Washington","3/24/2019 - 3/24/2019, Every day, Daily Average",643,456,906
"285","Union Station Drive Northeast, Northeast Washington, Washington","403","1300 K Street Southeast, Southeast Washington, Washington","3/24/2019 - 3/24/2019, Every day, Daily Average",705,485,1023
"285","Union Station Drive Northeast, Northeast Washington, Washington","404","Pennsylvania Avenue Southeast, Southeast Washington, Washington","3/24/2019 - 3/24/2019, Every day, Daily Average",861,685,1080
"285","Union Station Drive Northeast, Northeast Washington, Washington","405","1100 4th Street Southwest, Southwest Washington, Washington","3/24/2019 - 3/24/2019, Every day, Daily Average",656,516,833
"285","Union Station Drive Northeast, Northeast Washington, Washington","406","0 M Street Southwest, Southwest Washington, Washington","3/24/2019 - 3/24/2019, Every day, Daily Average",622,454,850
"285","Union Station Drive Northeast, Northeast Washington, Washington","407","1400 34th Street Southeast, Southeast Washington, Washington","3/24/2019 - 3/24/2019, Every day, Daily Average",1282,1043,1574
"285","Union Station Drive Northeast, Northeast Washington, Washington","408","3000 Nash Place Southeast, Southeast Washington, Washington","3/24/2019 - 3/24/2019, Every day, Daily Average",1025,770,1364
"285","Union Station Drive Northeast, Northeast Washington, Washington","409","1200 12th Street Southeast, Southeast Washington, Washington","3/24/2019 - 3/24/2019, Every day, Daily Average",710,488,1032
"285","Union Station Drive Northeast, Northeast Washington, Washington","410","Anacostia Freeway, Southeast Washington, Washington","3/24/2019 - 3/24/2019, Every day, Daily Average",771,543,1092
"285","Union Station Drive Northeast, Northeast Washington, Washington","411","Parsons Avenue, Southeast Washington, Washington","3/24/2019 - 3/24/2019, Every day, Daily Average",695,532,907
"285","Union Station Drive Northeast, Northeast Washington, Washington","412","1300 Delaware Avenue Southwest, Southwest Washington, Washington","3/24/2019 - 3/24/2019, Every day, Daily Average",741,630,870
"285","Union Station Drive Northeast, Northeast Washington, Washington","413","1300 First Street Southwest, Southwest Washington, Washington","3/24/2019 - 3/24/2019, Every day, Daily Average",697,512,947
"285","Union Station Drive Northeast, Northeast Washington, Washington","414","1500 South Capitol Street Southeast, Southeast Washington, Washington","3/24/2019 - 3/24/2019, Every day, Daily Average",735,549,983
"285","Union Station Drive Northeast, Northeast Washington, Washington","415","100 O Street Southeast, Southeast Washington, Washington","3/24/2019 - 3/24/2019, Every day, Daily Average",707,559,893
"285","Union Station Drive Northeast, Northeast Washington, Washington","416","500 Water Street Southwest, Southwest Washington, Washington","3/24/2019 - 3/24/2019, Every day, Daily Average",674,569,797
"285","Union Station Drive Northeast, Northeast Washington, Washington","417","200 Quander Street Southeast, Southeast Washington, Washington","3/24/2019 - 3/24/2019, Every day, Daily Average",724,566,924
"285","Union Station Drive Northeast, Northeast Washington, Washington","418","1800 23rd Street Southeast, Southeast Washington, Washington","3/24/2019 - 3/24/2019, Every day, Daily Average",951,702,1287
"285","Union Station Drive Northeast, Northeast Washington, Washington","419","3000 Park Drive Southeast, Southeast Washington, Washington","3/24/2019 - 3/24/2019, Every day, Daily Average",1072,822,1396
"285","Union Station Drive Northeast, Northeast Washington, Washington","420","1900 Anacostia Drive, Southeast Washington, Washington","3/24/2019 - 3/24/2019, Every day, Daily Average",750,540,1041
"285","Union Station Drive Northeast, Northeast Washington, Washington","422","1600 40th Street Southeast, Southeast Washington, Washington","3/24/2019 - 3/24/2019, Every day, Daily Average",1428,1217,1675
"285","Union Station Drive Northeast, Northeast Washington, Washington","423","T Street Southwest, Southwest Washington, Washington","3/24/2019 - 3/24/2019, Every day, Daily Average",749,569,984
"285","Union Station Drive Northeast, Northeast Washington, Washington","424","2000 36th Place Southeast, Southeast Washington, Washington","3/24/2019 - 3/24/2019, Every day, Daily Average",1206,950,1530
"285","Union Station Drive Northeast, Northeast Washington, Washington","425","Defense Boulevard, Southwest Washington, Washington","3/24/2019 - 3/24/2019, Every day, Daily Average",837,610,1147
"285","Union Station Drive Northeast, Northeast Washington, Washington","426","1200 Pleasant Street Southeast, Southeast Washington, Washington","3/24/2019 - 3/24/2019, Every day, Daily Average",796,707,895
"285","Union Station Drive Northeast, Northeast Washington, Washington","427","2300 Green Street Southeast, Southeast Washington, Washington","3/24/2019 - 3/24/2019, Every day, Daily Average",1036,862,1244
"285","Union Station Drive Northeast, Northeast Washington, Washington","428","3700 Bangor Street Southeast, Southeast Washington, Washington","3/24/2019 - 3/24/2019, Every day, Daily Average",1307,1023,1668
